-0.000856862 -0.00292643 -0.00297788 -19.0781 -34.2086 -10.6580 
-0.00196465 -0.00518528 -0.00663750 -32.5724 -49.7867 -18.0913 
-0.00333379 -0.00678158 -0.0108181 -39.3856 -52.9338 -22.6187 
-0.00496947 -0.00780197 -0.0153572 -42.3607 -49.8211 -25.9528 
-0.00679067 -0.00830026 -0.0201476 -43.8041 -43.7807 -28.8904 
-0.00869140 -0.00846598 -0.0249783 -44.5343 -37.3190 -30.9784 
-0.0106555 -0.00839284 -0.0297109 -45.1378 -31.5586 -32.1905 
-0.0125652 -0.00828502 -0.0342075 -45.5792 -27.4693 -32.7578 
-0.0143629 -0.00833079 -0.0383409 -46.0693 -25.4675 -32.8762 
-0.0159767 -0.00865613 -0.0419509 -46.6997 -25.5475 -32.6758 
-0.0174368 -0.00937310 -0.0449564 -47.7494 -27.8211 -32.0196 
-0.0187200 -0.0105657 -0.0473222 -49.2439 -33.0358 -30.4876 
-0.0199228 -0.0121707 -0.0489953 -51.6697 -40.8901 -27.3896 
-0.0210979 -0.0141720 -0.0499749 -55.1566 -50.6824 -22.2491 
-0.0223124 -0.0164175 -0.0502719 -59.8541 -60.4843 -15.4432 
-0.0237035 -0.0187354 -0.0499674 -64.4760 -67.6872 -8.88825 
-0.0253394 -0.0209066 -0.0491228 -67.4538 -70.7217 -4.44734 
-0.0273069 -0.0227659 -0.0478512 -69.3182 -71.0962 -1.44163 
-0.0296723 -0.0239896 -0.0462070 -70.9973 -69.7465 0.857390 
-0.0324635 -0.0244601 -0.0443473 -72.6283 -66.8209 2.67787 
-0.0357360 -0.0239987 -0.0423418 -73.8371 -59.4904 4.73171 
-0.0394021 -0.0224891 -0.0403638 -73.9670 -44.4156 7.05241 
-0.0434657 -0.0198980 -0.0384535 -72.6155 -22.8454 9.15012 
-0.0477659 -0.0162603 -0.0366938 -68.3745 -1.17876 9.32015 
-0.0522443 -0.0116763 -0.0352160 -61.8698 15.4382 8.24039 
-0.0567545 -0.00627751 -0.0340580 -53.9294 28.7836 7.19051 
-0.0610922 -0.000308035 -0.0332357 -45.8458 39.2724 6.03342 
-0.0651500 0.00600368 -0.0327815 -38.3993 47.1532 4.63512 
-0.0687347 0.0123799 -0.0326704 -31.5521 53.2003 3.13591 
-0.0716700 0.0185812 -0.0328600 -25.0176 58.0697 1.70374 
-0.0739256 0.0243687 -0.0332646 -18.7967 61.9681 0.409325 
-0.0753623 0.0294955 -0.0337717 -12.3079 65.3619 -0.740687 
-0.0759445 0.0338433 -0.0342890 -4.73346 68.5358 -1.71936 
-0.0756963 0.0372975 -0.0346140 4.97549 71.4880 -2.01615 
-0.0746455 0.0398192 -0.0346417 18.4991 73.9385 -1.44900 
-0.0728670 0.0414924 -0.0342514 36.5518 75.2414 -0.0552770 
-0.0705442 0.0423790 -0.0332931 54.2681 74.7986 1.54269 
-0.0677349 0.0426348 -0.0316633 65.3023 71.7328 3.22970 
-0.0646438 0.0424379 -0.0293288 70.2584 65.0025 5.68720 
-0.0614722 0.0420174 -0.0262740 71.4018 56.1533 8.95384 
-0.0583421 0.0415449 -0.0224807 70.1477 46.7198 12.9357 
-0.0553914 0.0412066 -0.0180315 67.2966 38.5027 17.4035 
-0.0527963 0.0411277 -0.0129583 63.2196 32.4684 22.0128 
-0.0505753 0.0413349 -0.00740507 58.6194 29.1278 25.8727 
-0.0488006 0.0418930 -0.00148165 53.3453 28.0079 29.1736 
-0.0474758 0.0427012 0.00477042 47.5669 27.6942 31.9705 
-0.0465492 0.0437275 0.0111712 41.6054 27.8543 34.1919 
-0.0460082 0.0448342 0.0175844 35.3429 27.7713 36.0770 
-0.0457345 0.0459115 0.0239286 29.3599 27.2324 37.5839 
-0.0456553 0.0468151 0.0300381 23.9260 25.8073 38.8072 
-0.0457411 0.0474325 0.0357735 18.9321 23.3450 39.8585 
-0.0458676 0.0477794 0.0409694 14.8378 20.4231 40.6647 
-0.0459843 0.0477395 0.0454467 11.3607 16.5382 41.3503 
-0.0460945 0.0473438 0.0490438 8.21682 11.4883 41.8934 
-0.0461947 0.0466118 0.0515494 5.23138 4.87314 42.1839 
-0.0462257 0.0456313 0.0528062 2.65911 -3.26498 41.9106 
-0.0462095 0.0444452 0.0527004 -0.364563 -14.1922 39.6759 
-0.0461962 0.0430314 0.0511376 -4.76172 -28.3064 32.8992 
